# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Bma024291.1	null.18482	Bma024291.1	protein_coding	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080
Bma024292.1	null.18483	Bma024292.1	protein_coding	0	0	0	347	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024293.1	null.18484	Bma024293.1	protein_coding	92	86	95	1923	2	25	1	9	359	0	61	0	1606	77	7	2	63	0	0	49	2	1	52	0
Bma024296.1	null.18486	Bma024296.1	protein_coding	18	67	64	535	2	2	0	1	162	0	10	0	399	59	4	1	35	0	0	4	3	0	46	0
Bma024297.1	null.18487	Bma024297.1	protein_coding	0	0	0	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683
Bma024309.1	null.18499	Bma024309.1	protein_coding	0	0	0	653	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024310.1	null.18500	Bma024310.1	protein_coding	102	153	158	240	6	8	8	2	0	0	73	0	275	136	7	8	37	0	0	23	0	0	133	0
Bma024311.1	null.18501	Bma024311.1	protein_coding	121	86	120	835	3	25	12	9	0	0	94	0	868	82	5	4	37	3	0	37	0	0	62	0
Bma024387.1	null.18578	Bma024387.1	protein_coding	0	0	0	1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117
Bma024388.1	null.18579	Bma024388.1	protein_coding	183	283	382	739	12	7	8	16	185	0	146	0	594	351	9	3	42	0	0	47	1	0	255	0
Bma024389.1	null.18580	Bma024389.1	protein_coding	0	0	0	1587	0	0	0	0	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024446.1	null.18635	Bma024446.1	protein_coding	0	0	0	407	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024447.1	null.18636	Bma024447.1	protein_coding	32	81	87	207	2	5	1	1	0	0	25	0	164	80	0	2	16	0	0	10	0	0	71	55
Bma024448.2	null.18637	Bma024448.2	protein_coding	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407
Bma024452.1	null.18641	Bma024452.1	protein_coding	60	91	54	531	2	5	2	13	0	0	45	0	521	39	0	6	23	1	0	20	0	0	78	29
Bma024513.1	null.18698	Bma024513.1	protein_coding	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1218
Bma024514.2	null.18699	Bma024514.2	protein_coding	109	219	278	614	11	10	3	7	31	0	71	0	626	256	14	4	45	0	0	31	4	0	194	0
Bma024515.1	null.18700	Bma024515.1	protein_coding	0	0	0	1232	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1218
Bma024516.1	null.18701	Bma024516.1	protein_coding	192	489	599	526	7	34	8	14	0	0	113	1	459	554	10	17	81	1	1	72	0	0	432	149
Bma024517.1	null.18702	Bma024517.1	protein_coding	0	0	0	1806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1806
Bma024519.1	null.18704	Bma024519.1	protein_coding	57	70	76	671	1	14	0	3	0	0	36	0	704	67	3	2	33	0	0	28	0	0	42	0
Bma024520.1	null.18705	Bma024520.1	protein_coding	127	156	177	1416	8	6	6	13	760	0	100	0	691	148	6	6	95	0	0	27	0	0	95	38
Bma024521.1	null.18706	Bma024521.1	protein_coding	45	144	141	1508	2	3	3	5	0	0	36	0	450	130	1	3	31	0	0	14	0	0	124	1082
Bma024522.2	null.18707	Bma024522.2	protein_coding	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417
Bma024525.1	null.18710	Bma024525.1	protein_coding	0	0	0	1692	0	0	0	0	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024526.1	null.18711	Bma024526.1	protein_coding	168	174	169	1181	11	12	11	6	0	0	123	1	1182	140	26	12	107	0	1	37	0	0	104	105
Bma024527.1	null.18712	Bma024527.1	protein_coding	0	0	0	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1692
Bma024529.2	null.18714	Bma024529.2	protein_coding	0	0	0	1397	0	0	0	0	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024530.1	null.18715	Bma024530.1	protein_coding	307	463	769	699	21	24	21	58	0	0	237	0	462	667	2	6	49	2	0	99	0	0	435	273
Bma024537.1	null.18722	Bma024537.1	protein_coding	0	0	0	2858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2858
Bma024538.1	null.18723	Bma024538.1	protein_coding	81	213	231	2333	3	1	3	9	0	1	52	0	2279	216	8	7	59	0	0	25	0	0	175	106
Bma024539.1	null.18725	Bma024539.1	protein_coding	0	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768
Bma024540.1	null.18726	Bma024540.1	protein_coding	20	10	9	729	0	2	0	4	521	0	10	0	220	8	6	0	18	0	0	9	0	0	4	0
Bma024541.1	null.18727	Bma024541.1	protein_coding	0	0	0	768	0	0	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024553.1	null.18738	Bma024553.1	protein_coding	0	0	0	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1713
Bma024554.2	null.18739	Bma024554.2	protein_coding	117	148	195	1253	6	12	11	3	106	0	90	0	1175	169	3	2	42	0	0	41	1	2	123	0
Bma024560.1	null.18745	Bma024560.1	protein_coding	0	0	0	2578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2578
Bma024587.1	null.18774	Bma024587.1	protein_coding	0	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899
Bma024588.1	null.18776	Bma024588.1	protein_coding	0	0	0	1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1743
Bma024589.1	null.18777	Bma024589.1	protein_coding	0	0	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171
Bma024591.1	null.18779	Bma024591.1	protein_coding	0	0	0	644	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024592.1	null.18780	Bma024592.1	protein_coding	112	169	195	1199	3	7	8	17	752	0	79	0	470	172	7	0	26	0	0	49	3	1	152	0
Bma024593.1	null.18781	Bma024593.1	protein_coding	0	0	0	1876	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673
Bma024594.1	null.18782	Bma024594.1	protein_coding	0	0	0	233	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203
Bma024595.1	null.18783	Bma024595.1	protein_coding	0	0	0	203	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0
Bma024596.1	null.18784	Bma024596.1	protein_coding	0	0	0	203	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024598.1	null.18786	Bma024598.1	protein_coding	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706
Bma024599.1	null.18787	Bma024599.1	protein_coding	240	372	465	1192	12	13	10	30	285	0	168	0	1046	416	24	11	147	0	0	70	0	0	268	0
Bma024600.1	null.18788	Bma024600.1	protein_coding	0	0	0	1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1953
Bma024649.1	null.18835	Bma024649.1	protein_coding	0	0	0	1135	0	0	0	0	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024650.1	null.18836	Bma024650.1	protein_coding	112	227	209	587	6	14	7	6	0	0	79	0	543	185	3	13	58	0	0	35	0	0	196	91
Bma024685.1	null.18867	Bma024685.1	protein_coding	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338
Bma024686.1	null.18868	Bma024686.1	protein_coding	19	18	29	272	0	5	1	2	272	0	11	0	0	26	0	0	0	0	0	11	0	0	18	0
Bma024688.2	null.18870	Bma024688.2	protein_coding	0	0	0	708	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024689.1	null.18871	Bma024689.1	protein_coding	40	41	66	1074	1	8	0	13	0	0	25	0	717	52	0	5	14	0	0	21	0	0	33	370
Bma024690.1	null.18872	Bma024690.1	protein_coding	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513
Bma024691.1	null.18873	Bma024691.1	protein_coding	0	0	0	285	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024725.1	null.18910	Bma024725.1	protein_coding	0	0	0	1595	0	0	0	0	1595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024726.1	null.18911	Bma024726.1	protein_coding	127	177	221	1071	3	14	6	8	443	0	90	0	583	196	5	16	64	0	0	26	4	2	147	94
Bma024727.2	null.18913	Bma024727.2	protein_coding	0	0	0	1595	0	0	0	0	1595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024739.1	null.18924	Bma024739.1	protein_coding	0	0	0	310	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024740.1	null.18925	Bma024740.1	protein_coding	0	0	0	1214	0	0	0	0	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024741.1	null.18926	Bma024741.1	protein_coding	212	343	532	127	9	8	10	26	43	0	170	0	70	486	2	10	21	2	0	32	5	1	331	37
Bma024742.1	null.18927	Bma024742.1	protein_coding	0	0	0	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1214
Bma024786.2	null.18955	Bma024786.2	protein_coding	20	45	51	876	2	0	0	1	0	0	4	0	166	49	4	5	26	0	0	9	0	0	26	738
Bma024787.1	null.18956	Bma024787.1	protein_coding	113	136	124	619	6	16	3	6	254	0	86	0	435	100	3	11	78	0	0	30	0	0	80	0
Bma024808.1	null.18977	Bma024808.1	protein_coding	0	0	0	1147	0	0	0	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024809.1	null.18978	Bma024809.1	protein_coding	116	201	341	489	1	23	5	6	0	0	80	1	105	318	6	1	19	1	1	40	0	0	185	405
Bma024831.2	null.19001	Bma024831.2	protein_coding	0	0	0	2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2101
Bma024832.1	null.19002	Bma024832.1	protein_coding	286	502	537	1676	11	45	12	10	405	0	210	0	1387	485	16	15	147	0	0	93	1	0	417	0
Bma024922.2	null.19085	Bma024922.2	protein_coding	159	325	486	729	8	12	11	19	315	0	100	0	453	443	6	6	47	0	0	71	1	0	298	0
Bma024923.1	null.19086	Bma024923.1	protein_coding	0	0	0	1699	0	0	0	0	1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024940.1	null.19102	Bma024940.1	protein_coding	0	0	0	2034	0	0	0	0	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024941.1	null.19103	Bma024941.1	protein_coding	120	190	216	1508	7	21	5	3	295	0	66	0	1326	194	26	11	121	0	0	37	2	0	114	0
Bma024964.1	null.19125	Bma024964.1	protein_coding	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471
Bma024965.1	null.19126	Bma024965.1	protein_coding	58	155	209	50	10	1	6	5	50	0	43	0	0	189	0	0	5	0	0	16	4	1	154	0
Bma024966.1	null.19127	Bma024966.1	protein_coding	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471
Bma024968.1	null.19129	Bma024968.1	protein_coding	0	0	0	258	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024969.1	null.19131	Bma024969.1	protein_coding	0	0	0	2233	0	0	0	0	1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724
Bma024970.1	null.19132	Bma024970.1	protein_coding	109	243	389	1594	5	28	6	2	1076	0	68	1	116	355	0	0	12	1	1	43	3	1	234	408
Bma024971.1	null.19133	Bma024971.1	protein_coding	43	156	126	1285	2	4	1	2	1250	0	23	0	47	120	2	2	19	0	0	18	0	0	148	0
Bma024972.1	null.19134	Bma024972.1	protein_coding	0	0	0	360	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024973.1	null.19135	Bma024973.1	protein_coding	0	0	0	360	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma024976.1	null.19139	Bma024976.1	protein_coding	34	193	180	87	3	1	5	2	0	0	24	0	0	170	0	0	0	1	0	10	0	0	193	87
Bma024977.2	null.19140	Bma024977.2	protein_coding	62	181	162	510	3	12	3	5	0	0	45	0	587	141	4	9	82	0	0	11	0	0	117	0
Bma025016.1	null.19178	Bma025016.1	protein_coding	196	282	407	585	7	22	13	10	187	0	133	0	475	373	14	9	86	0	0	62	2	0	228	0
Bma025081.1	null.19238	Bma025081.1	protein_coding	0	0	0	1121	0	0	0	0	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma025082.1	null.19239	Bma025082.1	protein_coding	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2216
Bma025083.1	null.19240	Bma025083.1	protein_coding	220	825	991	229	10	12	11	6	0	0	118	0	307	960	12	11	78	0	0	95	0	0	770	0
Bma025084.1	null.19241	Bma025084.1	protein_coding	0	0	0	1849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1849
Bma025165.1	null.19318	Bma025165.1	protein_coding	14	84	93	0	1	1	0	1	0	0	9	0	0	90	0	0	0	0	0	6	0	0	84	0
Bma025166.2	null.19319	Bma025166.2	protein_coding	0	0	0	191	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma025171.1	null.19324	Bma025171.1	protein_coding	0	0	0	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	952
Bma025172.1	null.19325	Bma025172.1	protein_coding	39	508	536	0	1	1	0	0	0	0	26	0	0	535	0	0	0	0	0	15	0	0	508	0
Bma025220.1	null.19366	Bma025220.1	protein_coding	16	122	221	0	3	0	5	7	0	0	14	0	0	207	0	0	0	0	0	2	0	0	122	0
Bma025221.1	null.19367	Bma025221.1	protein_coding	0	0	0	359	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma025237.1	null.19384	Bma025237.1	protein_coding	56	78	76	386	1	7	3	3	0	0	45	0	383	63	2	7	20	0	0	6	0	0	66	24
Bma025329.1	null.19459	Bma025329.1	protein_coding	0	0	0	655	0	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma025330.1	null.19460	Bma025330.1	protein_coding	22	36	22	575	0	1	0	1	0	0	10	0	515	21	0	10	15	0	0	6	0	0	29	77
Bma025331.1	null.19461	Bma025331.1	protein_coding	0	0	0	655	0	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma025380.2	null.19496	Bma025380.2	protein_coding	0	0	0	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804
Bma025381.2	null.19497	Bma025381.2	protein_coding	80	187	208	329	0	3	1	12	0	0	56	0	370	194	5	4	49	0	0	44	0	0	155	0
Bma025436.1	null.19542	Bma025436.1	protein_coding	15	74	51	1317	0	0	0	2	0	0	9	0	1330	49	0	2	17	0	0	6	0	0	63	0
Bma025468.1	null.19563	Bma025468.1	protein_coding	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184
Bma025469.1	null.19564	Bma025469.1	protein_coding	6	16	10	377	0	2	0	0	0	0	3	0	385	8	3	0	11	0	0	2	0	0	11	0
Bma025509.1	null.19590	Bma025509.1	protein_coding	138	158	163	386	6	10	7	18	0	0	105	0	451	129	14	9	63	0	0	24	0	0	116	0
Bma025674.1	null.19664	Bma025674.1	protein_coding	96	649	1043	112	6	2	7	2	8	0	69	0	0	1027	0	0	2	3	0	30	2	0	649	104
Bma025724.1	null.19689	Bma025724.1	protein_coding	72	186	204	312	5	5	4	0	0	0	54	0	297	191	1	4	31	0	0	22	0	0	169	37
Bma025740.1	null.19695	Bma025740.1	protein_coding	50	337	481	698	8	9	4	3	0	0	44	0	0	459	0	0	0	0	0	6	0	0	337	698
Bma025772.2	null.19714	Bma025772.2	protein_coding	11	36	20	191	0	3	0	0	55	0	8	0	147	18	1	0	18	0	0	8	0	0	26	0
Bma025844.3	null.19749	Bma025844.3	protein_coding	171	208	206	506	3	15	7	15	0	0	116	0	624	184	21	21	134	0	0	53	0	0	132	0
Bma025851.1	null.19753	Bma025851.1	protein_coding	17	98	111	0	1	0	0	1	0	0	11	0	0	109	0	0	0	0	0	7	0	0	98	0
Bma025856.1	null.19757	Bma025856.1	protein_coding	62	71	28	748	0	5	1	13	187	0	42	0	600	19	6	0	51	0	0	29	1	0	38	0
Bma025929.1	null.19802	Bma025929.1	protein_coding	0	0	0	414	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma025930.1	null.19803	Bma025930.1	protein_coding	40	187	108	79	0	3	0	4	0	0	29	0	111	105	1	3	36	0	0	12	0	0	159	0
Bma025931.1	null.19804	Bma025931.1	protein_coding	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414
Bma025932.1	null.19805	Bma025932.1	protein_coding	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414
Bma025935.2	null.19808	Bma025935.2	protein_coding	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466
Bma025936.1	null.19809	Bma025936.1	protein_coding	48	161	112	145	0	7	1	0	0	0	23	0	192	107	5	3	45	0	0	23	0	0	122	0
Bma025987.2	null.19838	Bma025987.2	protein_coding	139	285	307	998	7	17	8	4	0	0	98	1	671	284	2	3	58	3	1	58	0	0	240	375
Bma026245.1	null.19984	Bma026245.1	protein_coding	125	255	316	981	8	15	7	13	0	0	87	0	1028	279	5	9	62	0	0	31	0	0	222	0
Bma026246.1	null.19985	Bma026246.1	protein_coding	0	0	0	153	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026260.1	null.19995	Bma026260.1	protein_coding	0	0	0	1349	0	0	0	0	1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026261.1	null.19996	Bma026261.1	protein_coding	33	145	127	1044	1	3	1	6	0	0	26	0	1062	118	2	0	22	0	0	7	0	0	129	0
Bma026377.1	null.20083	Bma026377.1	protein_coding	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032
Bma026378.1	null.20084	Bma026378.1	protein_coding	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032
Bma026379.1	null.20085	Bma026379.1	protein_coding	0	0	0	1032	0	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026421.1	null.20115	Bma026421.1	protein_coding	142	344	392	632	4	7	6	25	176	0	95	0	523	360	12	7	70	0	0	64	2	1	295	0
Bma026422.1	null.20116	Bma026422.1	protein_coding	0	0	0	1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509
Bma026423.1	null.20117	Bma026423.1	protein_coding	0	0	0	1509	0	0	0	0	1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026424.1	null.20118	Bma026424.1	protein_coding	154	209	216	1188	8	20	17	6	0	0	109	0	1086	173	1	22	47	0	0	44	0	0	190	144
Bma026425.1	null.20119	Bma026425.1	protein_coding	0	0	0	1767	0	0	0	0	1767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026443.1	null.20128	Bma026443.1	protein_coding	363	319	431	2057	30	11	38	29	343	0	295	0	1796	345	16	17	106	0	0	76	1	1	269	0
Bma026444.1	null.20129	Bma026444.1	protein_coding	0	0	0	383	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026452.1	null.20139	Bma026452.1	protein_coding	139	663	1067	1172	8	14	7	2	0	0	86	0	0	1038	0	0	0	1	1	59	0	0	662	1172
Bma026453.2	null.20140	Bma026453.2	protein_coding	0	0	0	1931	0	0	0	0	1931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026472.2	null.20156	Bma026472.2	protein_coding	0	0	0	750	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026473.2	null.20157	Bma026473.2	protein_coding	40	143	233	334	3	0	5	0	334	0	21	0	0	225	0	0	4	0	0	16	3	1	142	0
Bma026474.1	null.20158	Bma026474.1	protein_coding	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750
Bma026475.1	null.20159	Bma026475.1	protein_coding	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260
Bma026633.1	null.20290	Bma026633.1	protein_coding	0	0	0	1530	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026634.1	null.20291	Bma026634.1	protein_coding	0	0	0	1530	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026636.1	null.20292	Bma026636.1	protein_coding	235	305	341	1564	6	18	7	28	594	0	157	0	1103	303	25	20	146	0	0	91	2	0	217	0
Bma026637.1	null.20293	Bma026637.1	protein_coding	0	0	0	1608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1608
Bma026639.1	null.20295	Bma026639.1	protein_coding	35	137	138	304	1	3	2	2	0	0	23	0	340	130	2	5	37	0	0	9	0	0	108	0
Bma026661.1	null.20313	Bma026661.1	protein_coding	84	290	715	521	8	6	9	7	521	0	70	0	0	687	0	0	1	0	0	19	1	0	290	0
Bma026715.1	null.20360	Bma026715.1	protein_coding	0	0	0	770	0	0	0	0	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026716.1	null.20361	Bma026716.1	protein_coding	28	62	54	626	3	4	2	2	204	0	17	0	465	46	1	4	56	0	0	8	1	1	23	0
Bma026759.1	null.20401	Bma026759.1	protein_coding	0	0	0	1035	0	0	0	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026760.2	null.20402	Bma026760.2	protein_coding	0	0	0	1355	0	0	0	0	1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026761.1	null.20403	Bma026761.1	protein_coding	109	256	296	694	7	4	9	7	0	0	80	2	643	272	3	8	43	0	1	31	0	0	219	96
Bma026885.4	null.20525	Bma026885.4	protein_coding	97	229	238	875	6	8	5	2	0	0	73	0	913	222	4	9	41	0	0	23	0	0	204	0
Bma026886.1	null.20526	Bma026886.1	protein_coding	0	0	0	1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1439
Bma026927.2	null.20565	Bma026927.2	protein_coding	22	38	34	129	0	6	0	2	0	0	16	0	135	30	0	0	13	0	0	16	0	0	32	0
Bma026931.1	null.20569	Bma026931.1	protein_coding	0	0	0	613	0	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026932.1	null.20570	Bma026932.1	protein_coding	42	124	82	365	2	0	0	3	187	0	26	0	208	77	3	5	37	0	0	10	1	1	101	0
Bma026943.3	null.20580	Bma026943.3	protein_coding	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660
Bma026944.1	null.20581	Bma026944.1	protein_coding	59	161	164	276	0	8	1	2	0	0	35	0	314	156	1	9	36	0	0	26	0	0	133	0
Bma026954.1	null.20593	Bma026954.1	protein_coding	57	222	275	0	9	11	4	11	0	0	43	0	0	240	0	0	0	0	0	16	0	0	222	0
Bma026959.1	null.20597	Bma026959.1	protein_coding	105	192	163	2511	2	9	3	12	0	0	77	0	2535	142	2	13	59	0	0	24	0	0	152	31
Bma026963.1	null.20601	Bma026963.1	protein_coding	175	318	292	1323	7	7	3	21	0	0	90	0	1454	281	22	21	151	0	0	56	0	0	230	0
Bma026971.1	null.20609	Bma026971.1	protein_coding	70	113	189	656	2	9	0	9	40	0	45	0	640	176	4	2	28	0	0	25	3	1	94	0
Bma026975.1	null.20613	Bma026975.1	protein_coding	138	275	456	843	8	1	10	7	725	0	93	0	141	431	1	2	32	0	0	44	3	1	254	0
Bma026976.1	null.20614	Bma026976.1	protein_coding	0	0	0	1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712
Bma026979.2	null.20618	Bma026979.2	protein_coding	51	170	178	61	2	4	1	5	0	0	37	0	81	169	1	3	25	0	0	19	0	0	154	0
Bma026980.1	null.20619	Bma026980.1	protein_coding	0	0	0	460	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma026982.1	null.20620	Bma026982.1	protein_coding	26	64	58	1125	2	1	0	0	101	0	11	0	1051	56	6	2	35	0	0	7	2	0	45	0
Bma026983.2	null.20621	Bma026983.2	protein_coding	0	0	0	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273
Bma027006.1	null.20640	Bma027006.1	protein_coding	40	51	66	205	0	2	1	8	0	0	31	0	225	57	3	1	29	0	0	14	0	0	35	0
Bma027020.1	null.20652	Bma027020.1	protein_coding	48	217	278	54	6	8	11	31	0	0	36	0	59	222	0	1	13	0	0	12	0	0	213	0
Bma027024.1	null.20656	Bma027024.1	protein_coding	0	0	0	1590	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma027025.1	null.20657	Bma027025.1	protein_coding	36	332	320	902	4	4	3	1	0	0	18	0	907	309	0	0	5	0	0	19	0	0	327	0
Bma027026.1	null.20658	Bma027026.1	protein_coding	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590
Bma027079.1	null.20705	Bma027079.1	protein_coding	0	0	0	904	0	0	0	0	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma027080.1	null.20706	Bma027080.1	protein_coding	0	0	0	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1084
Bma027081.1	null.20707	Bma027081.1	protein_coding	196	192	190	506	11	9	16	26	224	0	155	0	347	141	15	14	82	0	0	42	2	2	154	0
Bma027082.1	null.20708	Bma027082.1	protein_coding	0	0	0	1084	0	0	0	0	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma027085.1	null.20711	Bma027085.1	protein_coding	0	0	0	2950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2950
Bma027086.2	null.20712	Bma027086.2	protein_coding	148	441	644	2946	4	8	16	34	0	0	83	1	2376	591	6	8	61	0	0	62	0	0	399	625
